0 smallestJava0 instructorSolution_000 8 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
8 smallestJava105 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_000 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
9 smallestJava106 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_001 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
10 smallestJava107 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_002 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
11 smallestJava108 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_003 2 8
11 smallestJava108 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_003 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
12 smallestJava109 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_004 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
13 smallestJava11 15cb07a72bc49f3f4b4a1000410c388b4d03b9f36236365ba4b611ca0617243b6de4e2e0868abf9ccb667e5ff71ccd3ce631cd59fcf13ee22addabf66c1824fa_005 6 8
18.0 17.5 17.0 16.75 16.6 
20.0 21.0 21.333333333333332 21.5 21.8 
29.0 29.5 32.0 34.75 37.4 
14 smallestJava110 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_005 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
15 smallestJava111 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_006 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
16 smallestJava112 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_007 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
17 smallestJava113 8c7dfbb2b3654d4ab39c56f7a0093e1013b35b5c8444f9715d08561bd4abeec2f95cdf5118b993aada0ca3c50b4f8692c4b8ddeeb2d8b2ad1cd7b4a046941b16_008 2 8
28.0 27.5 27.0 26.75 26.4 
24.0 24.0 24.666666666666668 25.0 25.2 
31.0 31.5 32.0 33.0 34.2 
18 smallestJava114 8ce6345ea4e815b04769b3920f04becec20cf8051565f087aa5e03c5fdca4752a56cbec48207b74f69db55f0e9e0c3c28809cc228c8d6637a7a9c732977640b9_000 2 8
18 smallestJava114 8ce6345ea4e815b04769b3920f04becec20cf8051565f087aa5e03c5fdca4752a56cbec48207b74f69db55f0e9e0c3c28809cc228c8d6637a7a9c732977640b9_000 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
19 smallestJava115 8ce6345ea4e815b04769b3920f04becec20cf8051565f087aa5e03c5fdca4752a56cbec48207b74f69db55f0e9e0c3c28809cc228c8d6637a7a9c732977640b9_001 8 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
20 smallestJava116 9013bd3be8c00de447e6ed49a0fe0fab037251c28e26954bf780f2f3b929a9e7ce9da037811c76028e4069d3857410f82b8f399c7fa4386ea8f97f80aab1f191_000 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
21 smallestJava117 9013bd3be8c00de447e6ed49a0fe0fab037251c28e26954bf780f2f3b929a9e7ce9da037811c76028e4069d3857410f82b8f399c7fa4386ea8f97f80aab1f191_001 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
22 smallestJava118 9083480332b4a5e4274f3bf5ef8bd5d1bd75048c0c066e574c27a2de6d919d658efc519e8b6a230a074eb5f2957d5768f4dc981a8e926c3a72993bc448a017f7_004 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
23 smallestJava119 9083480332b4a5e4274f3bf5ef8bd5d1bd75048c0c066e574c27a2de6d919d658efc519e8b6a230a074eb5f2957d5768f4dc981a8e926c3a72993bc448a017f7_005 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
24 smallestJava12 15cb07a72bc49f3f4b4a1000410c388b4d03b9f36236365ba4b611ca0617243b6de4e2e0868abf9ccb667e5ff71ccd3ce631cd59fcf13ee22addabf66c1824fa_006 6 8
18.0 17.5 17.0 16.75 16.6 
20.0 21.0 21.333333333333332 21.5 21.8 
29.0 29.5 32.0 34.75 37.4 
25 smallestJava120 90a14c1ac8f56395389fade6f67872a9684e61f83099e634ac675eae04f391f3cc2b6f6ebe966f2488ce7e00a2cabb218f3b1372d4161b3c05d134b1b7f296d2_000 0 8
25.0 23.5 23.0 22.75 21.8 
22.0 22.0 22.333333333333332 23.25 23.8 
29.0 29.0 29.666666666666668 30.0 33.6 
26 smallestJava121 90a14c1ac8f56395389fade6f67872a9684e61f83099e634ac675eae04f391f3cc2b6f6ebe966f2488ce7e00a2cabb218f3b1372d4161b3c05d134b1b7f296d2_001 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
27 smallestJava122 93f87bf20be12abd3b52e14015efb6d78b6038d2022e0ab5889979f9c6b6c8c757d6b5a59feae9f8415158057992ae837da76609dc156ea76b5cca7a43a4678b_000 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
28 smallestJava123 93f87bf20be12abd3b52e14015efb6d78b6038d2022e0ab5889979f9c6b6c8c757d6b5a59feae9f8415158057992ae837da76609dc156ea76b5cca7a43a4678b_001 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
29 smallestJava124 95362737dcd262ddd67b0fe1381c25f1e6b885860b4e51efb6f57223dceb77b4c6c7d855e3fe891c10cd51b48c9b052cf2c74f181a28d3020d77a4a2d6e4db18_009 8 8
6.0 6.0 6.0 6.0 6.0 
24.0 24.0 25.0 25.5 26.2 
49.0 51.5 52.333333333333336 52.75 54.0 
30 smallestJava125 95362737dcd262ddd67b0fe1381c25f1e6b885860b4e51efb6f57223dceb77b4c6c7d855e3fe891c10cd51b48c9b052cf2c74f181a28d3020d77a4a2d6e4db18_011 8 8
6.0 6.0 6.0 6.0 6.0 
21.0 21.0 22.666666666666668 23.5 24.2 
49.0 51.5 52.333333333333336 53.0 54.2 
31 smallestJava126 97f6b15278788d90f6a0159ac65668f63f182fadf165e78bfecd7750de89f8611759f8d8206b3505407f7de14d124db7b0309a53e222c538c4dedadc6fa24fe6_000 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
32 smallestJava127 97f6b15278788d90f6a0159ac65668f63f182fadf165e78bfecd7750de89f8611759f8d8206b3505407f7de14d124db7b0309a53e222c538c4dedadc6fa24fe6_001 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
33 smallestJava128 97f6b15278788d90f6a0159ac65668f63f182fadf165e78bfecd7750de89f8611759f8d8206b3505407f7de14d124db7b0309a53e222c538c4dedadc6fa24fe6_002 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
34 smallestJava129 97f6b15278788d90f6a0159ac65668f63f182fadf165e78bfecd7750de89f8611759f8d8206b3505407f7de14d124db7b0309a53e222c538c4dedadc6fa24fe6_003 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
35 smallestJava13 15cb07a72bc49f3f4b4a1000410c388b4d03b9f36236365ba4b611ca0617243b6de4e2e0868abf9ccb667e5ff71ccd3ce631cd59fcf13ee22addabf66c1824fa_007 6 8
18.0 17.5 17.0 16.75 16.6 
20.0 21.0 21.333333333333332 21.5 21.8 
29.0 29.5 32.0 34.75 37.4 
36 smallestJava130 98d873cde39437ae581e6b61ce30ca54634c9c1517b46a0f2774cb12db474b5a37759281b19283c60dbcfa44ac3e05d474a896310f64e8533603b1db73457494_000 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
37 smallestJava131 98d873cde39437ae581e6b61ce30ca54634c9c1517b46a0f2774cb12db474b5a37759281b19283c60dbcfa44ac3e05d474a896310f64e8533603b1db73457494_001 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
38 smallestJava132 98d873cde39437ae581e6b61ce30ca54634c9c1517b46a0f2774cb12db474b5a37759281b19283c60dbcfa44ac3e05d474a896310f64e8533603b1db73457494_002 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
39 smallestJava133 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_000 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
40 smallestJava134 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_001 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
41 smallestJava135 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_002 6 8
41 smallestJava135 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_002 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
42 smallestJava136 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_003 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
43 smallestJava137 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_004 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
44 smallestJava138 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_005 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
45 smallestJava139 a0e3fdae706d528dcf146cbad986ba9fd834440a7b500e32f04fad073e955a46e481c713ee118432f3fd5dfa1a63fc1caefd648a56a389e40e6362dfd51625b0_006 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
46 smallestJava14 1b31fa5c50f7725ce468ebf24282f2d080a83aed87e4ee35522ae7710c8e0136bc263cc460b8ec7bf2c3519cb59af4a138e114d36541515b2609ab56ad2b8ee9_003 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
47 smallestJava140 af81ffd4bc47e4f84cbf87051d82d15af14833eaba6c57ae82fc503a67eb939f3e6552182124605c38a77a6774f41fac2cc95082320ba5e29d303277c098c4ae_000 8 8
70.0 67.5 66.66666666666667 66.25 65.0 
17.0 17.0 17.0 17.0 18.0 
24.0 24.5 25.0 25.5 26.2 
48 smallestJava141 af81ffd4bc47e4f84cbf87051d82d15af14833eaba6c57ae82fc503a67eb939f3e6552182124605c38a77a6774f41fac2cc95082320ba5e29d303277c098c4ae_001 8 8
70.0 67.5 66.66666666666667 66.25 65.0 
17.0 17.0 17.0 17.0 18.0 
24.0 24.5 25.0 25.5 26.2 
49 smallestJava142 b1924d63a2e25b7c8d9a794093c4ae97fdceec9e0ea46b6a4b02d9a18b9ba9cecf07cb0c42c264a0947aec22b0bacff788a547a8250c2265f601581ab545bf82_000 8 8
21.0 21.0 21.0 21.0 21.0 
21.0 21.0 21.333333333333332 21.5 22.4 
21.0 21.0 21.0 21.0 23.0 
50 smallestJava143 b1924d63a2e25b7c8d9a794093c4ae97fdceec9e0ea46b6a4b02d9a18b9ba9cecf07cb0c42c264a0947aec22b0bacff788a547a8250c2265f601581ab545bf82_001 2 8
21.0 21.0 21.0 21.0 21.0 
21.0 21.0 21.333333333333332 21.5 22.4 
21.0 21.0 21.0 21.0 23.0 
51 smallestJava144 b1924d63a2e25b7c8d9a794093c4ae97fdceec9e0ea46b6a4b02d9a18b9ba9cecf07cb0c42c264a0947aec22b0bacff788a547a8250c2265f601581ab545bf82_002 2 8
21.0 21.0 21.0 21.0 21.0 
21.0 21.0 21.333333333333332 21.5 22.4 
21.0 21.0 21.0 21.0 23.0 
52 smallestJava145 b1924d63a2e25b7c8d9a794093c4ae97fdceec9e0ea46b6a4b02d9a18b9ba9cecf07cb0c42c264a0947aec22b0bacff788a547a8250c2265f601581ab545bf82_007 8 8
5.0 5.0 5.0 5.0 4.8 
21.0 21.0 22.666666666666668 23.5 24.4 
50.0 52.5 53.333333333333336 54.0 55.2 
57 smallestJava15 1b31fa5c50f7725ce468ebf24282f2d080a83aed87e4ee35522ae7710c8e0136bc263cc460b8ec7bf2c3519cb59af4a138e114d36541515b2609ab56ad2b8ee9_004 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
58 smallestJava150 c9d718f379a877bd04e4544ee830a1c4c256bb4f104f214afd1ccaf81e7b25dea689895678bb1e6f817d8b0939eb175f8e847130f30a9a22e980d38125933516_000 2 8
51.0 50.5 50.0 49.75 49.4 
11.0 11.0 11.333333333333334 11.5 11.6 
9.0 10.0 10.666666666666666 12.0 13.0 
59 smallestJava151 c9d718f379a877bd04e4544ee830a1c4c256bb4f104f214afd1ccaf81e7b25dea689895678bb1e6f817d8b0939eb175f8e847130f30a9a22e980d38125933516_001 2 8
51.0 50.5 50.0 49.75 49.4 
11.0 11.5 11.666666666666666 11.75 11.8 
9.0 10.0 10.666666666666666 12.0 13.0 
60 smallestJava152 c9d718f379a877bd04e4544ee830a1c4c256bb4f104f214afd1ccaf81e7b25dea689895678bb1e6f817d8b0939eb175f8e847130f30a9a22e980d38125933516_002 2 8
51.0 50.5 50.0 49.75 49.4 
11.0 11.5 11.666666666666666 11.75 11.8 
9.0 10.0 10.666666666666666 12.0 13.0 
61 smallestJava153 c9d718f379a877bd04e4544ee830a1c4c256bb4f104f214afd1ccaf81e7b25dea689895678bb1e6f817d8b0939eb175f8e847130f30a9a22e980d38125933516_003 2 8
51.0 50.5 50.0 49.75 49.4 
11.0 11.5 11.666666666666666 11.75 11.8 
9.0 10.0 10.666666666666666 12.0 13.0 
62 smallestJava154 cb243bebea400595cc274d1246f3307c507ba6a0e891f6e318cde2b80a72de40dab19eb7f76d3b6573a08e446bce6fb4435cdb016ae6489973b855a9bddd3b11_000 8 8
3.0 3.0 3.0 3.0 2.6 
32.0 32.5 32.666666666666664 32.75 33.6 
52.0 54.5 55.333333333333336 56.25 57.4 
63 smallestJava155 cb243bebea400595cc274d1246f3307c507ba6a0e891f6e318cde2b80a72de40dab19eb7f76d3b6573a08e446bce6fb4435cdb016ae6489973b855a9bddd3b11_001 8 8
3.0 3.0 3.0 3.0 2.6 
32.0 32.5 32.666666666666664 32.75 33.6 
52.0 54.5 55.333333333333336 56.25 57.4 
64 smallestJava156 d009aa71ece41454c68d8038b5462d8eea8feb291bce1d53ee149f8477b5eab62ee28c7f690bf14dc6ce1d70c8943f7f3b3e4300965cb24da4cd2d2807dab19a_001 2 8
64 smallestJava156 d009aa71ece41454c68d8038b5462d8eea8feb291bce1d53ee149f8477b5eab62ee28c7f690bf14dc6ce1d70c8943f7f3b3e4300965cb24da4cd2d2807dab19a_001 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
65 smallestJava157 d25c714b0bf59a479cfefe89ae1a98cf00937dccbe68f02fb160f1f561c967d01a00b4b0ef23c9eb1bd2a5667b48ed78e484802b21672ab946b354ff7a6027c7_000 8 8
16.0 16.0 16.0 16.0 14.0 
25.0 25.0 26.0 26.5 27.4 
42.0 42.0 44.333333333333336 46.75 48.2 
66 smallestJava158 d25c714b0bf59a479cfefe89ae1a98cf00937dccbe68f02fb160f1f561c967d01a00b4b0ef23c9eb1bd2a5667b48ed78e484802b21672ab946b354ff7a6027c7_001 8 8
16.0 16.0 16.0 16.0 14.0 
25.0 25.0 26.0 26.5 27.4 
42.0 42.0 44.333333333333336 46.75 48.2 
67 smallestJava159 d9e7eab5f82342d78fb20833701c4e9f900e8fcb737038d3a2ad18f664532af4d6332b7d14841c9ac773c52f6590b754f76df1f430a35bc8ca4799a767cdec6d_002 8 8
4.0 4.0 4.0 4.0 4.0 
30.0 30.0 30.666666666666668 31.0 31.8 
51.0 53.5 54.333333333333336 54.75 56.0 
68 smallestJava16 1b31fa5c50f7725ce468ebf24282f2d080a83aed87e4ee35522ae7710c8e0136bc263cc460b8ec7bf2c3519cb59af4a138e114d36541515b2609ab56ad2b8ee9_005 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
69 smallestJava160 d9e7eab5f82342d78fb20833701c4e9f900e8fcb737038d3a2ad18f664532af4d6332b7d14841c9ac773c52f6590b754f76df1f430a35bc8ca4799a767cdec6d_014 8 8
4.0 4.0 4.0 4.0 4.0 
30.0 30.0 30.666666666666668 31.0 31.8 
51.0 53.5 54.333333333333336 54.75 56.0 
70 smallestJava161 dedc2a7c919835ade6d92729cfb18fc71addf6dcdf36ce26ca8b1e3d3aea81bad974c61b96fd71537e95a6aac4582d5b08f9fd8057ce40fb18fb5df37d86b70d_000 6 8
51.0 50.5 50.0 49.75 49.4 
11.0 11.0 11.333333333333334 11.5 11.6 
9.0 10.0 10.666666666666666 12.0 13.0 
71 smallestJava162 e9c6206d3a4862876b0dead881ac55078f11e291f60215ab028651f06fcbee2a591a31a7727037774542df4fe051a89460d85f6067a0b9729ae86e4afe1e6e92_000 2 8
51.0 50.5 50.0 49.75 49.4 
11.0 11.5 11.666666666666666 11.75 11.8 
9.0 10.0 10.666666666666666 12.0 13.0 
72 smallestJava163 ea67b84145a12733c524b716da44f36a42cf815013d14cafbd2a66a5a4c8b5a99022c355960cd62ca71a640315747cd604afdfa9ec753d1739c686734b2798a7_000 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
73 smallestJava164 ea67b84145a12733c524b716da44f36a42cf815013d14cafbd2a66a5a4c8b5a99022c355960cd62ca71a640315747cd604afdfa9ec753d1739c686734b2798a7_001 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
74 smallestJava165 ea67b84145a12733c524b716da44f36a42cf815013d14cafbd2a66a5a4c8b5a99022c355960cd62ca71a640315747cd604afdfa9ec753d1739c686734b2798a7_002 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
75 smallestJava166 ea67b84145a12733c524b716da44f36a42cf815013d14cafbd2a66a5a4c8b5a99022c355960cd62ca71a640315747cd604afdfa9ec753d1739c686734b2798a7_003 6 8
17.0 16.5 16.0 15.75 15.6 
24.0 24.0 26.0 27.0 29.0 
31.0 31.5 34.0 36.75 39.4 
76 smallestJava167 ee1f20ccded21df47f14019584a29968013d1e66c8df14c1564aff0d69f463c1897e93b7881fa6318cbf475b51e0cdd7523d748525fb5d64d376b88614d3fc92_006 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
77 smallestJava168 f2997e14a460c6df0ed10aa9f6e792666e37d5c06a9a81445f14509e4a0113f59f5589ef37774dfea1f7d0ae9bb6c388e6eeb44e745e35f8511bbd4b82709d9a_000 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
78 smallestJava169 f2997e14a460c6df0ed10aa9f6e792666e37d5c06a9a81445f14509e4a0113f59f5589ef37774dfea1f7d0ae9bb6c388e6eeb44e745e35f8511bbd4b82709d9a_001 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
79 smallestJava17 1b31fa5c50f7725ce468ebf24282f2d080a83aed87e4ee35522ae7710c8e0136bc263cc460b8ec7bf2c3519cb59af4a138e114d36541515b2609ab56ad2b8ee9_006 2 8
25.0 24.0 23.333333333333332 23.0 22.0 
22.0 22.0 22.0 22.0 22.2 
29.0 29.5 30.666666666666668 32.25 33.2 
80 smallestJava170 f2997e14a460c6df0ed10aa9f6e792666e37d5c06a9a81445f14509e4a0113f59f5589ef37774dfea1f7d0ae9bb6c388e6eeb44e745e35f8511bbd4b82709d9a_002 2 8
24.0 24.0 23.666666666666668 23.25 21.6 
24.0 24.0 25.666666666666668 26.5 27.2 
31.0 31.5 32.0 33.75 34.8 
81 smallestJava171 f8d57deac89e46f99354a70e8f6bc830e0bded0c297d7a0765348de79d6071cb076d4e8f2cd60cff584cb220049d6065827a29904a7e1f9144f510f7773e6d0e_000 6 8
18.0 17.5 17.0 16.75 16.6 
20.0 21.0 21.333333333333332 21.5 21.8 
29.0 29.5 32.0 34.75 37.4 
82 smallestJava172 f8d57deac89e46f99354a70e8f6bc830e0bded0c297d7a0765348de79d6071cb076d4e8f2cd60cff584cb220049d6065827a29904a7e1f9144f510f7773e6d0e_001 4 8
18.0 17.5 17.0 16.75 16.6 
20.0 21.0 21.333333333333332 21.5 21.8 
29.0 29.5 32.0 34.75 37.4 
83 smallestJava173 f8d57deac89e46f99354a70e8f6bc830e0bded0c297d7a0765348de79d6071cb076d4e8f2cd60cff584cb220049d6065827a29904a7e1f9144f510f7773e6d0e_002 6 8
18.0 17.5 17.0 16.75 16.6 
20.0 21.0 21.333333333333332 21.5 21.8 
29.0 29.5 32.0 34.75 37.4 
84 smallestJava174 f94e261284a925b931cca5a89f73ae19039f2699f0416d5e4e7e673bb7a2c746760ae35adf47cfa94ad5af1623209b17a0e53c1300d3771c5b0b0cada1561d3f_004 8 8
30.0 27.5 26.333333333333332 25.0 23.4 
